selected_features
ENSG00000090989
ENSG00000091009
ENSG00000091039
ENSG00000092148
ENSG00000094916
ENSG00000095015
ENSG00000095564
ENSG00000095787
ENSG00000099219
ENSG00000099341
ENSG00000099849
ENSG00000100060
ENSG00000100065
ENSG00000100201
ENSG00000100281
ENSG00000100297
ENSG00000100354
ENSG00000100393
ENSG00000100568
ENSG00000100614
ENSG00000100650
ENSG00000100697
ENSG00000100722
ENSG00000100796
ENSG00000100815
ENSG00000100823
ENSG00000100852
ENSG00000100888
ENSG00000100968
ENSG00000101109
ENSG00000101191
ENSG00000101343
ENSG00000101654
ENSG00000101752
ENSG00000101972
ENSG00000101997
ENSG00000102030
ENSG00000102081
ENSG00000102189
ENSG00000102531
ENSG00000102871
ENSG00000102893
ENSG00000102908
ENSG00000102974
ENSG00000103175
ENSG00000103275
ENSG00000103657
ENSG00000103994
ENSG00000104067
ENSG00000104133
ENSG00000104320
ENSG00000104331
ENSG00000104872
ENSG00000104892
ENSG00000104957
ENSG00000104979
ENSG00000104983
ENSG00000105146
ENSG00000105176
ENSG00000105197
ENSG00000105255
ENSG00000105287
ENSG00000105321
ENSG00000105341
ENSG00000105397
ENSG00000105447
ENSG00000105472
ENSG00000105518
ENSG00000105538
ENSG00000105732
ENSG00000105793
ENSG00000105939
ENSG00000105968
ENSG00000106025
ENSG00000106052
ENSG00000106123
ENSG00000106266
ENSG00000106392
ENSG00000106460
ENSG00000106631
ENSG00000106723
ENSG00000107164
ENSG00000107281
ENSG00000107581
ENSG00000107758
ENSG00000107854
ENSG00000107897
ENSG00000108061
ENSG00000108294
ENSG00000108306
ENSG00000108424
ENSG00000108443
ENSG00000108510
ENSG00000108587
ENSG00000108588
ENSG00000108784
ENSG00000108953
ENSG00000109133
ENSG00000109171
ENSG00000109332
ENSG00000109572
ENSG00000110066
ENSG00000110075
ENSG00000110321
ENSG00000110344
ENSG00000110367
ENSG00000110881
ENSG00000110911
ENSG00000111011
ENSG00000111237
ENSG00000111530
ENSG00000111647
ENSG00000111665
ENSG00000111669
ENSG00000111670
ENSG00000111674
ENSG00000111707
ENSG00000111727
ENSG00000111775
ENSG00000111875
ENSG00000111911
ENSG00000112079
ENSG00000112144
ENSG00000112200
ENSG00000112306
ENSG00000112339
ENSG00000112419
ENSG00000112584
ENSG00000112624
ENSG00000112701
ENSG00000112739
ENSG00000112851
ENSG00000113194
ENSG00000113240
ENSG00000113282
ENSG00000113312
ENSG00000113318
ENSG00000113441
ENSG00000113522
ENSG00000113593
ENSG00000113595
ENSG00000113597
ENSG00000113638
ENSG00000113643
ENSG00000114062
ENSG00000114127
ENSG00000114209
ENSG00000114270
ENSG00000114331
ENSG00000114416
ENSG00000114520
ENSG00000114573
ENSG00000114767
ENSG00000114853
ENSG00000114978
ENSG00000115020
ENSG00000115053
ENSG00000115084
ENSG00000115145
ENSG00000115464
ENSG00000115524
ENSG00000115705
ENSG00000115760
ENSG00000115816
ENSG00000115904
ENSG00000115966
ENSG00000116001
ENSG00000116030
ENSG00000116095
ENSG00000116198
ENSG00000116213
ENSG00000116473
ENSG00000116521
ENSG00000116539
ENSG00000116580
ENSG00000116584
ENSG00000116747
ENSG00000116750
ENSG00000116903
ENSG00000117133
ENSG00000117222
ENSG00000117335
ENSG00000117475
ENSG00000117523
ENSG00000118007
ENSG00000118058
ENSG00000118162
ENSG00000118260
ENSG00000118292
ENSG00000118482
ENSG00000118496
ENSG00000118640
ENSG00000118816
ENSG00000118873
ENSG00000119004
ENSG00000119203
ENSG00000119487
ENSG00000119541
ENSG00000119616
ENSG00000119632
ENSG00000119707
ENSG00000119760
ENSG00000119778
ENSG00000119787
ENSG00000119844
ENSG00000119899
ENSG00000119906
ENSG00000120008
ENSG00000120616
ENSG00000120727
ENSG00000120733
ENSG00000120948
ENSG00000121579
ENSG00000121892
ENSG00000121989
ENSG00000122026
ENSG00000122042
ENSG00000122257
ENSG00000122435
ENSG00000122482
ENSG00000122484
ENSG00000122507
ENSG00000122591
ENSG00000122741
ENSG00000122958
ENSG00000123104
ENSG00000123106
ENSG00000123124
ENSG00000123349
ENSG00000123575
ENSG00000123636
ENSG00000123728
ENSG00000123810
ENSG00000124074
ENSG00000124151
ENSG00000124172
ENSG00000124198
ENSG00000124207
ENSG00000124222
ENSG00000124541
ENSG00000124702
ENSG00000124783
ENSG00000124795
ENSG00000125107
ENSG00000125149
ENSG00000125445
ENSG00000125611
ENSG00000125656
ENSG00000125676
ENSG00000125686
ENSG00000125743
ENSG00000126070
ENSG00000126457
ENSG00000126562
ENSG00000126653
ENSG00000126883
ENSG00000127022
ENSG00000127483
ENSG00000127540
ENSG00000127578
ENSG00000127586
ENSG00000127837
ENSG00000127870
ENSG00000127914
ENSG00000127955
ENSG00000127980
ENSG00000127989
ENSG00000128228
ENSG00000128585
ENSG00000128626
ENSG00000129003
ENSG00000129158
ENSG00000129219
ENSG00000129292
ENSG00000129317
ENSG00000129451
ENSG00000129472
ENSG00000129484
ENSG00000129667
ENSG00000130032
ENSG00000130159
ENSG00000130227
ENSG00000130254
ENSG00000130313
ENSG00000130338
ENSG00000130363
ENSG00000130479
ENSG00000130511
ENSG00000130528
ENSG00000130529
ENSG00000130545
ENSG00000130779
ENSG00000130939
ENSG00000130940
ENSG00000131013
ENSG00000131023
ENSG00000131051
ENSG00000131374
ENSG00000131408
ENSG00000131626
ENSG00000131844
ENSG00000132155
ENSG00000132466
ENSG00000132485
ENSG00000132549
ENSG00000132842
ENSG00000132953
ENSG00000133226
ENSG00000133265
ENSG00000133393
ENSG00000133706
ENSG00000133773
ENSG00000134077
ENSG00000134186
ENSG00000134283
ENSG00000134313
ENSG00000134371
ENSG00000134419
ENSG00000134444
ENSG00000134644
ENSG00000134717
ENSG00000134982
ENSG00000135090
ENSG00000135164
ENSG00000135211
ENSG00000135316
ENSG00000135341
ENSG00000135387
ENSG00000135525
ENSG00000135720
ENSG00000135723
ENSG00000135776
ENSG00000135837
ENSG00000135974
ENSG00000136051
ENSG00000136100
ENSG00000136279
ENSG00000136381
ENSG00000136628
ENSG00000136710
ENSG00000136717
ENSG00000136738
ENSG00000136754
ENSG00000136758
ENSG00000136824
ENSG00000136861
ENSG00000136937
ENSG00000137073
ENSG00000137075
ENSG00000137225
ENSG00000137275
ENSG00000137404
ENSG00000137411
ENSG00000137574
ENSG00000137710
ENSG00000137776
ENSG00000137815
ENSG00000137818
ENSG00000137845
ENSG00000137942
ENSG00000137996
ENSG00000138041
ENSG00000138071
ENSG00000138078
ENSG00000138138
ENSG00000138246
ENSG00000138316
ENSG00000138382
ENSG00000138385
ENSG00000138398
ENSG00000138459
ENSG00000138468
ENSG00000138592
ENSG00000138594
ENSG00000138604
ENSG00000138674
ENSG00000138688
ENSG00000138709
ENSG00000138757
ENSG00000138768
ENSG00000138823
ENSG00000139154
ENSG00000139218
ENSG00000139266
ENSG00000139324
ENSG00000139613
ENSG00000139687
ENSG00000139697
ENSG00000139746
ENSG00000139842
ENSG00000139921
ENSG00000140262
ENSG00000140350
ENSG00000140368
ENSG00000140396
ENSG00000140553
ENSG00000140830
ENSG00000140854
ENSG00000140931
ENSG00000141446
ENSG00000141456
ENSG00000141524
ENSG00000141646
ENSG00000141696
ENSG00000142082
ENSG00000142192
ENSG00000142279
ENSG00000142330
ENSG00000142530
ENSG00000142541
ENSG00000142676
ENSG00000142686
ENSG00000142864
ENSG00000142875
ENSG00000142937
ENSG00000143162
ENSG00000143171
ENSG00000143294
ENSG00000143320
ENSG00000143376
ENSG00000143457
ENSG00000143569
ENSG00000143970
ENSG00000143971
ENSG00000144224
ENSG00000144228
ENSG00000144306
ENSG00000144357
ENSG00000144589
ENSG00000144674
ENSG00000144747
ENSG00000144824
ENSG00000145216
ENSG00000145332
ENSG00000145391
ENSG00000145495
ENSG00000145703
ENSG00000145725
ENSG00000145734
ENSG00000145743
ENSG00000145832
ENSG00000145833
ENSG00000145907
ENSG00000146013
ENSG00000146063
ENSG00000146463
ENSG00000146872
ENSG00000147124
ENSG00000147202
ENSG00000147274
ENSG00000147649
ENSG00000147654
ENSG00000147862
ENSG00000147905
ENSG00000148290
ENSG00000148700
ENSG00000148943
ENSG00000149177
ENSG00000149187
ENSG00000149231
ENSG00000149289
ENSG00000149311
ENSG00000149357
ENSG00000149596
ENSG00000149932
ENSG00000149948
ENSG00000150593
ENSG00000150756
ENSG00000150760
ENSG00000151148
ENSG00000151276
ENSG00000151414
ENSG00000151461
ENSG00000151491
ENSG00000151553
ENSG00000151718
ENSG00000151806
ENSG00000152219
ENSG00000152242
ENSG00000152332
ENSG00000152404
ENSG00000152601
ENSG00000152683
ENSG00000152818
ENSG00000152939
ENSG00000152944
ENSG00000153006
ENSG00000153107
ENSG00000153147
ENSG00000153187
ENSG00000153201
ENSG00000153207
ENSG00000153827
ENSG00000153914
ENSG00000154059
ENSG00000154134
ENSG00000154305
ENSG00000154328
ENSG00000154370
ENSG00000154781
ENSG00000154832
ENSG00000155008
ENSG00000155313
ENSG00000155545
ENSG00000156017
ENSG00000156052
ENSG00000156162
ENSG00000156345
ENSG00000156735
ENSG00000157005
ENSG00000157181
ENSG00000157450
ENSG00000157617
ENSG00000157881
ENSG00000158161
ENSG00000158417
ENSG00000158711
ENSG00000158747
ENSG00000158985
ENSG00000159023
ENSG00000159063
ENSG00000159086
ENSG00000159140
ENSG00000159346
ENSG00000159348
ENSG00000159592
ENSG00000159640
ENSG00000159685
ENSG00000159784
ENSG00000159873
ENSG00000160013
ENSG00000160392
ENSG00000160446
ENSG00000160469
ENSG00000160551
ENSG00000160633
ENSG00000160767
ENSG00000160808
ENSG00000160883
ENSG00000161618
ENSG00000161677
ENSG00000161692
ENSG00000161714
ENSG00000161813
ENSG00000162302
ENSG00000162402
ENSG00000162521
ENSG00000162599
ENSG00000162601
ENSG00000162613
ENSG00000162923
ENSG00000162927
ENSG00000162951
ENSG00000163013
ENSG00000163041
ENSG00000163104
ENSG00000163125
ENSG00000163249
ENSG00000163320
ENSG00000163510
ENSG00000163517
ENSG00000163558
ENSG00000163608
ENSG00000163635
ENSG00000163681
ENSG00000163694
ENSG00000163714
ENSG00000163807
ENSG00000163848
ENSG00000163873
ENSG00000163939
ENSG00000163946
ENSG00000164024
ENSG00000164077
ENSG00000164081
ENSG00000164088
ENSG00000164168
ENSG00000164172
ENSG00000164190
ENSG00000164199
ENSG00000164219
ENSG00000164252
ENSG00000164284
ENSG00000164318
ENSG00000164323
ENSG00000164329
ENSG00000164347
ENSG00000164506
ENSG00000164597
ENSG00000164754
ENSG00000164902
ENSG00000164944
ENSG00000164961
ENSG00000164975
ENSG00000164985
ENSG00000165061
ENSG00000165169
ENSG00000165209
ENSG00000165288
ENSG00000165417
ENSG00000165494
ENSG00000165525
ENSG00000165671
ENSG00000165813
ENSG00000165832
ENSG00000165899
ENSG00000165934
ENSG00000166181
ENSG00000166225
ENSG00000166266
ENSG00000166313
ENSG00000166439
ENSG00000166477
ENSG00000166508
ENSG00000166734
ENSG00000166747
ENSG00000166813
ENSG00000166887
ENSG00000166926
ENSG00000167258
ENSG00000167384
ENSG00000167526
ENSG00000167635
ENSG00000167747
ENSG00000167775
ENSG00000167780
ENSG00000167925
ENSG00000167965
ENSG00000168028
ENSG00000168060
ENSG00000168137
ENSG00000168172
ENSG00000168214
ENSG00000168259
ENSG00000168300
ENSG00000168438
ENSG00000168476
ENSG00000168538
ENSG00000168724
ENSG00000168894
ENSG00000169020
ENSG00000169045
ENSG00000169169
ENSG00000169251
ENSG00000169418
ENSG00000169967
ENSG00000170017
ENSG00000170234
ENSG00000170248
ENSG00000170471
ENSG00000170486
ENSG00000170515
ENSG00000170558
ENSG00000170584
ENSG00000170653
ENSG00000171045
ENSG00000171100
ENSG00000171163
ENSG00000171204
ENSG00000171303
ENSG00000171490
ENSG00000171634
ENSG00000171681
ENSG00000171720
ENSG00000171824
ENSG00000171862
ENSG00000172375
ENSG00000172493
ENSG00000172590
ENSG00000172660
ENSG00000172663
ENSG00000172732
ENSG00000172795
ENSG00000172869
ENSG00000173175
ENSG00000173230
ENSG00000173372
ENSG00000173473
ENSG00000173511
ENSG00000173681
ENSG00000173805
ENSG00000173875
ENSG00000173889
ENSG00000173905
ENSG00000173917
ENSG00000173933
ENSG00000174197
ENSG00000174231
ENSG00000174292
ENSG00000174405
ENSG00000174886
ENSG00000174939
ENSG00000175104
ENSG00000175216
ENSG00000175455
ENSG00000175854
ENSG00000175920
ENSG00000176340
ENSG00000176853
ENSG00000176994
ENSG00000177119
ENSG00000177200
ENSG00000177311
ENSG00000177464
ENSG00000177479
ENSG00000177556
ENSG00000177732
ENSG00000178502
ENSG00000178691
ENSG00000178695
ENSG00000179091
ENSG00000179314
ENSG00000179915
ENSG00000179979
ENSG00000180182
ENSG00000180263
ENSG00000180488
ENSG00000180776
ENSG00000180879
ENSG00000180900
ENSG00000181135
ENSG00000181163
ENSG00000181240
ENSG00000181555
ENSG00000181704
ENSG00000181790
ENSG00000181904
ENSG00000182111
ENSG00000182117
ENSG00000182150
ENSG00000182333
ENSG00000183092
ENSG00000183323
ENSG00000183354
ENSG00000183773
ENSG00000184428
ENSG00000184432
ENSG00000185009
ENSG00000185238
ENSG00000185246
ENSG00000185305
ENSG00000185515
ENSG00000185591
ENSG00000185728
ENSG00000185946
ENSG00000186001
ENSG00000186260
ENSG00000186298
ENSG00000186566
ENSG00000186687
ENSG00000186834
ENSG00000186862
ENSG00000186908
ENSG00000187091
ENSG00000187257
ENSG00000187325
ENSG00000187555
ENSG00000187609
ENSG00000187735
ENSG00000187840
ENSG00000187866
ENSG00000188011
ENSG00000188037
ENSG00000188186
ENSG00000188282
ENSG00000188389
ENSG00000188419
ENSG00000188559
ENSG00000188603
ENSG00000188647
ENSG00000188811
ENSG00000188994
ENSG00000189180
ENSG00000196199
ENSG00000196236
ENSG00000196323
ENSG00000196504
ENSG00000196505
ENSG00000196678
ENSG00000196683
ENSG00000196850
ENSG00000196914
ENSG00000196975
ENSG00000196976
ENSG00000197177
ENSG00000197312
ENSG00000197323
ENSG00000197380
ENSG00000197467
ENSG00000197563
ENSG00000197579
ENSG00000197620
ENSG00000197713
ENSG00000197756
ENSG00000197880
ENSG00000198087
ENSG00000198146
ENSG00000198160
ENSG00000198162
ENSG00000198242
ENSG00000198265
ENSG00000198363
ENSG00000198399
ENSG00000198561
ENSG00000198563
ENSG00000198586
ENSG00000198625
ENSG00000198677
ENSG00000198682
ENSG00000198718
ENSG00000198836
ENSG00000198862
ENSG00000198910
ENSG00000198931
ENSG00000198961
ENSG00000204120
ENSG00000204138
ENSG00000204228
ENSG00000204278
ENSG00000204310
ENSG00000204435
ENSG00000204536
ENSG00000204569
ENSG00000204580
ENSG00000204842
ENSG00000204866
ENSG00000205302
ENSG00000205336
ENSG00000205765
ENSG00000211456
ENSG00000213722
ENSG00000214113
ENSG00000215421
ENSG00000217128
ENSG00000218891
ENSG00000221838
ENSG00000221983
ENSG00000221988
ENSG00000225485
ENSG00000226979
ENSG00000229833
ENSG00000230055
ENSG00000231500
ENSG00000233276
ENSG00000233927
ENSG00000239900
ENSG00000241123
ENSG00000244242
ENSG00000249751
ENSG00000253729
ENSG00000257218
ENSG00000260230
ENSG00000262246
ENSG00000268865
ENSG00000269343
